Order ID,Order Date,Ship Date,Ship Mode,Segment,Country,City,State,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Order month,Order num,Order year
CA-2014-115812,2014-06-09,2014-06-14,Standard Class,Consumer,United States,Los Angeles,California,West,FUR-TA-10001539,Furniture,Tables,Chromcraft Rectangul...,1706.184,9,0.2,85.3092,June,6,2014
CA-2014-115812,2014-06-09,2014-06-14,Standard Class,Consumer,United States,Los Angeles,California,West,TEC-PH-10002033,Technology,Phones,Konftel 250 Conferen...,911.424,4,0.2,68.3568,June,6,2014
CA-2017-114412,2017-04-15,2017-04-20,Standard Class,Consumer,United States,Concord,North Carolina,South,OFF-PA-10002365,Office Supplies,Paper,Xerox 1967...,15.552,3,0.2,5.4432,April,4,2017
CA-2016-161389,2016-12-05,2016-12-10,Standard Class,Consumer,United States,Seattle,Washington,West,OFF-BI-10003656,Office Supplies,Binders,Fellowes PB200 Plast...,407.976,3,0.2,132.5922,December,12,2016
US-2015-118983,2015-11-22,2015-11-26,Standard Class,Home Office,United States,Fort Worth,Texas,Central,OFF-AP-10002311,Office Supplies,Appliances,Holmes Replacement F...,68.81,5,0.8,-123.858,November,11,2015
US-2015-118983,2015-11-22,2015-11-26,Standard Class,Home Office,United States,Fort Worth,Texas,Central,OFF-BI-10000756,Office Supplies,Binders,Storex DuraTech Recy...,2.544,3,0.8,-3.816,November,11,2015
CA-2014-105893,2014-11-11,2014-11-18,Standard Class,Consumer,United States,Madison,Wisconsin,Central,OFF-ST-10004186,Office Supplies,Storage,Stur-D-Stor Shelving...,665.88,6,0.0,13.3176,November,11,2014
CA-2014-167164,2014-05-13,2014-05-15,Second Class,Consumer,United States,West Jordan,Utah,West,OFF-ST-10000107,Office Supplies,Storage,Fellowes Super Stor/...,55.5,2,0.0,9.99,May,5,2014
CA-2014-143336,2014-08-27,2014-09-01,Second Class,Consumer,United States,San Francisco,California,West,OFF-AR-10003056,Office Supplies,Art,Newell 341...,8.56,2,0.0,2.4824,August,8,2014
CA-2014-143336,2014-08-27,2014-09-01,Second Class,Consumer,United States,San Francisco,California,West,TEC-PH-10001949,Technology,Phones,Cisco SPA 501G IP Ph...,213.48,3,0.2,16.011,August,8,2014
CA-2014-143336,2014-08-27,2014-09-01,Second Class,Consumer,United States,San Francisco,California,West,OFF-BI-10002215,Office Supplies,Binders,Wilson Jones Hanging...,22.72,4,0.2,7.384,August,8,2014
CA-2016-137330,2016-12-09,2016-12-13,Standard Class,Corporate,United States,Fremont,Nebraska,Central,OFF-AR-10000246,Office Supplies,Art,Newell 318...,19.46,7,0.0,5.0596,December,12,2016
CA-2016-137330,2016-12-09,2016-12-13,Standard Class,Corporate,United States,Fremont,Nebraska,Central,OFF-AP-10001492,Office Supplies,Appliances,Acco Six-Outlet Powe...,60.34,7,0.0,15.6884,December,12,2016
US-2017-156909,2017-07-16,2017-07-18,Second Class,Consumer,United States,Philadelphia,Pennsylvania,East,FUR-CH-10002774,Furniture,Chairs,Global Deluxe Stacki...,71.372,2,0.3,-1.0196,July,7,2017
CA-2015-106320,2015-09-25,2015-09-30,Standard Class,Consumer,United States,Orem,Utah,West,FUR-TA-10000577,Furniture,Tables,Bretford CR4500 Seri...,1044.63,3,0.0,240.2649,September,9,2015
CA-2016-121755,2016-01-16,2016-01-20,Second Class,Consumer,United States,Los Angeles,California,West,OFF-BI-10001634,Office Supplies,Binders,Wilson Jones Active ...,11.648,2,0.2,4.2224,January,1,2016
CA-2016-121755,2016-01-16,2016-01-20,Second Class,Consumer,United States,Los Angeles,California,West,TEC-AC-10003027,Technology,Accessories,Imation 8GB Mini Tra...,90.57,3,0.0,11.7741,January,1,2016
US-2015-150630,2015-09-17,2015-09-21,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,East,FUR-BO-10004834,Furniture,Bookcases,Riverside Palais Roy...,3083.43,7,0.5,-1665.0522,September,9,2015
US-2015-150630,2015-09-17,2015-09-21,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-BI-10000474,Office Supplies,Binders,Avery Recycled Flexi...,9.618,2,0.7,-7.0532,September,9,2015
US-2015-150630,2015-09-17,2015-09-21,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,East,FUR-FU-10004848,Furniture,Furnishings,Howard Miller 13-3/4...,124.2,3,0.2,15.525,September,9,2015
US-2015-150630,2015-09-17,2015-09-21,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-EN-10001509,Office Supplies,Envelopes,Poly String Tie Enve...,3.264,2,0.2,1.1016,September,9,2015
US-2015-150630,2015-09-17,2015-09-21,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-AR-10004042,Office Supplies,Art,BOSTON Model 1800 El...,86.304,6,0.2,9.7092,September,9,2015
US-2015-150630,2015-09-17,2015-09-21,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-BI-10001525,Office Supplies,Binders,Acco Pressboard Cove...,6.858,6,0.7,-5.715,September,9,2015
US-2015-150630,2015-09-17,2015-09-21,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-AR-10001683,Office Supplies,Art,Lumber Crayons...,15.76,2,0.2,3.546,September,9,2015
CA-2017-107727,2017-10-19,2017-10-23,Second Class,Home Office,United States,Houston,Texas,Central,OFF-PA-10000249,Office Supplies,Paper,Easy-staple paper...,29.472,3,0.2,9.9468,October,10,2017
CA-2016-117590,2016-12-08,2016-12-10,First Class,Corporate,United States,Richardson,Texas,Central,TEC-PH-10004977,Technology,Phones,GE 30524EE4...,1097.544,7,0.2,123.4737,December,12,2016
CA-2016-117590,2016-12-08,2016-12-10,First Class,Corporate,United States,Richardson,Texas,Central,FUR-FU-10003664,Furniture,Furnishings,Electrix Architect's...,190.92,5,0.6,-147.963,December,12,2016
CA-2015-117415,2015-12-27,2015-12-31,Standard Class,Home Office,United States,Houston,Texas,Central,OFF-EN-10002986,Office Supplies,Envelopes,"#10-4 1/8"" x 9 1/2"" ...",113.328,9,0.2,35.415,December,12,2015
CA-2015-117415,2015-12-27,2015-12-31,Standard Class,Home Office,United States,Houston,Texas,Central,FUR-BO-10002545,Furniture,Bookcases,Atlantic Metals Mobi...,532.3992,3,0.32,-46.9764,December,12,2015
CA-2015-117415,2015-12-27,2015-12-31,Standard Class,Home Office,United States,Houston,Texas,Central,FUR-CH-10004218,Furniture,Chairs,Global Fabric Manage...,212.058,3,0.3,-15.147,December,12,2015
CA-2015-117415,2015-12-27,2015-12-31,Standard Class,Home Office,United States,Houston,Texas,Central,TEC-PH-10000486,Technology,Phones,Plantronics HL10 Han...,371.168,4,0.2,41.7564,December,12,2015
CA-2017-120999,2017-09-10,2017-09-15,Standard Class,Corporate,United States,Naperville,Illinois,Central,TEC-PH-10004093,Technology,Phones,Panasonic Kx-TS550...,147.168,4,0.2,16.5564,September,9,2017
CA-2016-101343,2016-07-17,2016-07-22,Standard Class,Corporate,United States,Los Angeles,California,West,OFF-ST-10003479,Office Supplies,Storage,Eldon Base for stack...,77.88,2,0.0,3.894,July,7,2016
CA-2017-139619,2017-09-19,2017-09-23,Standard Class,Corporate,United States,Melbourne,Florida,South,OFF-ST-10003282,Office Supplies,Storage,Advantus 10-Drawer P...,95.616,2,0.2,9.5616,September,9,2017
CA-2016-118255,2016-03-11,2016-03-13,First Class,Corporate,United States,Eagan,Minnesota,Central,TEC-AC-10000171,Technology,Accessories,Verbatim 25 GB 6x Bl...,45.98,2,0.0,19.7714,March,3,2016
CA-2016-118255,2016-03-11,2016-03-13,First Class,Corporate,United States,Eagan,Minnesota,Central,OFF-BI-10003291,Office Supplies,Binders,Wilson Jones Leather...,17.46,2,0.0,8.2062,March,3,2016
CA-2014-146703,2014-10-20,2014-10-25,Second Class,Consumer,United States,Westland,Michigan,Central,OFF-ST-10001713,Office Supplies,Storage,Gould Plastics 9-Poc...,211.96,4,0.0,8.4784,October,10,2014
CA-2016-169194,2016-06-20,2016-06-25,Standard Class,Consumer,United States,Dover,Delaware,East,TEC-AC-10002167,Technology,Accessories,Imation 8gb Micro Tr...,45.0,3,0.0,4.95,June,6,2016
CA-2016-169194,2016-06-20,2016-06-25,Standard Class,Consumer,United States,Dover,Delaware,East,TEC-PH-10003988,Technology,Phones,LF Elite 3D Dazzle D...,21.8,2,0.0,6.104,June,6,2016
CA-2015-115742,2015-04-18,2015-04-22,Standard Class,Consumer,United States,New Albany,Indiana,Central,OFF-BI-10004410,Office Supplies,Binders,C-Line Peel & Stick ...,38.22,6,0.0,17.9634,April,4,2015
CA-2015-115742,2015-04-18,2015-04-22,Standard Class,Consumer,United States,New Albany,Indiana,Central,OFF-LA-10002762,Office Supplies,Labels,Avery 485...,75.18,6,0.0,35.3346,April,4,2015
CA-2015-115742,2015-04-18,2015-04-22,Standard Class,Consumer,United States,New Albany,Indiana,Central,FUR-FU-10001706,Furniture,Furnishings,Longer-Life Soft Whi...,6.16,2,0.0,2.9568,April,4,2015
CA-2015-115742,2015-04-18,2015-04-22,Standard Class,Consumer,United States,New Albany,Indiana,Central,FUR-CH-10003061,Furniture,Chairs,Global Leather Task ...,89.99,1,0.0,17.0981,April,4,2015
CA-2016-105816,2016-12-11,2016-12-17,Standard Class,Corporate,United States,New York City,New York,East,OFF-FA-10000304,Office Supplies,Fasteners,Advantus Push Pins...,15.26,7,0.0,6.2566,December,12,2016
CA-2016-105816,2016-12-11,2016-12-17,Standard Class,Corporate,United States,New York City,New York,East,TEC-PH-10002447,Technology,Phones,AT&T CL83451 4-Hands...,1029.95,5,0.0,298.6855,December,12,2016
CA-2016-111682,2016-06-17,2016-06-18,First Class,Consumer,United States,Troy,New York,East,OFF-ST-10000604,Office Supplies,Storage,Home/Office Personal...,208.56,6,0.0,52.14,June,6,2016
CA-2016-111682,2016-06-17,2016-06-18,First Class,Consumer,United States,Troy,New York,East,OFF-PA-10001569,Office Supplies,Paper,Xerox 232...,32.4,5,0.0,15.552,June,6,2016
CA-2016-111682,2016-06-17,2016-06-18,First Class,Consumer,United States,Troy,New York,East,FUR-CH-10003968,Furniture,Chairs,Novimex Turbo Task C...,319.41,5,0.1,7.098,June,6,2016
CA-2016-111682,2016-06-17,2016-06-18,First Class,Consumer,United States,Troy,New York,East,OFF-PA-10000587,Office Supplies,Paper,Array Parchment Pape...,14.56,2,0.0,6.9888,June,6,2016
CA-2016-111682,2016-06-17,2016-06-18,First Class,Consumer,United States,Troy,New York,East,TEC-AC-10002167,Technology,Accessories,Imation 8gb Micro Tr...,30.0,2,0.0,3.3,June,6,2016
CA-2016-111682,2016-06-17,2016-06-18,First Class,Consumer,United States,Troy,New York,East,OFF-BI-10001460,Office Supplies,Binders,Plastic Binding Comb...,48.48,4,0.2,16.362,June,6,2016
CA-2016-111682,2016-06-17,2016-06-18,First Class,Consumer,United States,Troy,New York,East,OFF-AR-10001868,Office Supplies,Art,Prang Dustless Chalk...,1.68,1,0.0,0.84,June,6,2016
CA-2015-135545,2015-11-24,2015-11-30,Standard Class,Consumer,United States,Los Angeles,California,West,TEC-AC-10004633,Technology,Accessories,Verbatim 25 GB 6x Bl...,13.98,2,0.0,6.1512,November,11,2015
CA-2015-135545,2015-11-24,2015-11-30,Standard Class,Consumer,United States,Los Angeles,California,West,OFF-BI-10001078,Office Supplies,Binders,Acco PRESSTEX Data B...,25.824,6,0.2,9.3612,November,11,2015
CA-2015-135545,2015-11-24,2015-11-30,Standard Class,Consumer,United States,Los Angeles,California,West,OFF-PA-10003892,Office Supplies,Paper,Xerox 1943...,146.73,3,0.0,68.9631,November,11,2015
CA-2015-135545,2015-11-24,2015-11-30,Standard Class,Consumer,United States,Los Angeles,California,West,FUR-FU-10000397,Furniture,Furnishings,Luxo Economy Swing A...,79.76,4,0.0,22.3328,November,11,2015
US-2015-164175,2015-04-30,2015-05-05,Standard Class,Home Office,United States,Chicago,Illinois,Central,FUR-CH-10001146,Furniture,Chairs,Global Value Mid-Bac...,213.115,5,0.3,-15.2225,April,4,2015
CA-2014-106376,2014-12-05,2014-12-10,Standard Class,Corporate,United States,Gilbert,Arizona,West,OFF-AR-10002671,Office Supplies,Art,Hunt BOSTON Model 16...,1113.024,8,0.2,111.3024,December,12,2014
CA-2014-106376,2014-12-05,2014-12-10,Standard Class,Corporate,United States,Gilbert,Arizona,West,TEC-PH-10002726,Technology,Phones,netTALK DUO VoIP Tel...,167.968,4,0.2,62.988,December,12,2014
CA-2016-119823,2016-06-04,2016-06-06,First Class,Consumer,United States,Springfield,Virginia,South,OFF-PA-10000482,Office Supplies,Paper,Snap-A-Way Black Pri...,75.88,2,0.0,35.6636,June,6,2016
CA-2016-106075,2016-09-18,2016-09-23,Standard Class,Consumer,United States,New York City,New York,East,OFF-BI-10004654,Office Supplies,Binders,Avery Binding System...,4.616,1,0.2,1.731,September,9,2016
CA-2017-114440,2017-09-14,2017-09-17,Second Class,Consumer,United States,Jackson,Michigan,Central,OFF-PA-10004675,Office Supplies,Paper,Telephone Message Bo...,19.05,3,0.0,8.763,September,9,2017
US-2015-134026,2015-04-26,2015-05-02,Standard Class,Consumer,United States,Memphis,Tennessee,South,FUR-CH-10000513,Furniture,Chairs,High-Back Leather Ma...,831.936,8,0.2,-114.3912,April,4,2015
US-2015-134026,2015-04-26,2015-05-02,Standard Class,Consumer,United States,Memphis,Tennessee,South,FUR-FU-10003708,Furniture,Furnishings,Tenex Traditional Ch...,97.04,2,0.2,1.213,April,4,2015
US-2015-134026,2015-04-26,2015-05-02,Standard Class,Consumer,United States,Memphis,Tennessee,South,OFF-ST-10004123,Office Supplies,Storage,Safco Industrial Wir...,72.784,1,0.2,-18.196,April,4,2015
US-2017-118038,2017-12-09,2017-12-11,First Class,Corporate,United States,Houston,Texas,Central,OFF-BI-10004182,Office Supplies,Binders,Economy Binders...,1.248,3,0.8,-1.9344,December,12,2017
US-2017-118038,2017-12-09,2017-12-11,First Class,Corporate,United States,Houston,Texas,Central,FUR-FU-10000260,Furniture,Furnishings,"6"" Cubicle Wall Cloc...",9.708,3,0.6,-5.8248,December,12,2017
US-2017-118038,2017-12-09,2017-12-11,First Class,Corporate,United States,Houston,Texas,Central,OFF-ST-10000615,Office Supplies,Storage,SimpliFile Personal ...,27.24,3,0.2,2.724,December,12,2017
US-2014-147606,2014-11-26,2014-12-01,Second Class,Consumer,United States,Houston,Texas,Central,FUR-FU-10003194,Furniture,Furnishings,Eldon Expressions De...,19.3,5,0.6,-14.475,November,11,2014
CA-2016-127208,2016-06-12,2016-06-15,First Class,Corporate,United States,Decatur,Alabama,South,OFF-AP-10002118,Office Supplies,Appliances,1.7 Cubic Foot Compa...,208.16,1,0.0,56.2032,June,6,2016
CA-2016-127208,2016-06-12,2016-06-15,First Class,Corporate,United States,Decatur,Alabama,South,OFF-BI-10002309,Office Supplies,Binders,Avery Heavy-Duty EZD...,16.74,3,0.0,8.0352,June,6,2016
CA-2014-139451,2014-10-12,2014-10-16,Standard Class,Consumer,United States,San Francisco,California,West,OFF-AR-10002053,Office Supplies,Art,Premium Writing Penc...,14.9,5,0.0,4.172,October,10,2014
CA-2014-139451,2014-10-12,2014-10-16,Standard Class,Consumer,United States,San Francisco,California,West,OFF-ST-10002370,Office Supplies,Storage,Sortfiler Multipurpo...,21.39,1,0.0,6.2031,October,10,2014
CA-2015-149734,2015-09-03,2015-09-08,Standard Class,Corporate,United States,Durham,North Carolina,South,OFF-EN-10000927,Office Supplies,Envelopes,Jet-Pak Recycled Pee...,200.984,7,0.2,62.8075,September,9,2015
US-2017-119662,2017-11-13,2017-11-16,First Class,Home Office,United States,Chicago,Illinois,Central,OFF-ST-10003656,Office Supplies,Storage,Safco Industrial Wir...,230.376,3,0.2,-48.9549,November,11,2017
CA-2017-140088,2017-05-28,2017-05-30,Second Class,Consumer,United States,Columbia,South Carolina,South,FUR-CH-10000863,Furniture,Chairs,Novimex Swivel Fabri...,301.96,2,0.0,33.2156,May,5,2017
CA-2017-155558,2017-10-26,2017-11-02,Standard Class,Consumer,United States,Rochester,Minnesota,Central,TEC-AC-10001998,Technology,Accessories,Logitech LS21 Speake...,19.99,1,0.0,6.7966,October,10,2017
CA-2017-155558,2017-10-26,2017-11-02,Standard Class,Consumer,United States,Rochester,Minnesota,Central,OFF-LA-10000134,Office Supplies,Labels,Avery 511...,6.16,2,0.0,2.9568,October,10,2017
CA-2016-159695,2016-04-05,2016-04-10,Second Class,Home Office,United States,Houston,Texas,Central,OFF-ST-10003442,Office Supplies,Storage,Eldon Portable Mobil...,158.368,7,0.2,13.8572,April,4,2016
CA-2016-109806,2016-09-17,2016-09-22,Standard Class,Corporate,United States,Los Angeles,California,West,OFF-AR-10004930,Office Supplies,Art,Turquoise Lead Holde...,20.1,3,0.0,6.633,September,9,2016
CA-2016-109806,2016-09-17,2016-09-22,Standard Class,Corporate,United States,Los Angeles,California,West,TEC-PH-10004093,Technology,Phones,Panasonic Kx-TS550...,73.584,2,0.2,8.2782,September,9,2016
CA-2016-109806,2016-09-17,2016-09-22,Standard Class,Corporate,United States,Los Angeles,California,West,OFF-PA-10000304,Office Supplies,Paper,Xerox 1995...,6.48,1,0.0,3.1104,September,9,2016
CA-2015-149587,2015-01-31,2015-02-05,Second Class,Consumer,United States,Minneapolis,Minnesota,Central,OFF-PA-10003177,Office Supplies,Paper,Xerox 1999...,12.96,2,0.0,6.2208,January,1,2015
CA-2015-149587,2015-01-31,2015-02-05,Second Class,Consumer,United States,Minneapolis,Minnesota,Central,FUR-FU-10003799,Furniture,Furnishings,"Seth Thomas 13 1/2"" ...",53.34,3,0.0,16.5354,January,1,2015
CA-2015-149587,2015-01-31,2015-02-05,Second Class,Consumer,United States,Minneapolis,Minnesota,Central,OFF-BI-10002852,Office Supplies,Binders,Ibico Standard Trans...,32.96,2,0.0,16.1504,January,1,2015
US-2017-109484,2017-11-06,2017-11-12,Standard Class,Home Office,United States,Portland,Oregon,West,OFF-BI-10004738,Office Supplies,Binders,Flexible Leather- Lo...,5.682,1,0.7,-3.788,November,11,2017
CA-2017-161018,2017-11-09,2017-11-11,Second Class,Home Office,United States,New York City,New York,East,FUR-FU-10000629,Furniture,Furnishings,9-3/4 Diameter Round...,96.53,7,0.0,40.5426,November,11,2017
CA-2017-157833,2017-06-17,2017-06-20,First Class,Consumer,United States,San Francisco,California,West,OFF-BI-10001721,Office Supplies,Binders,Trimflex Flexible Po...,51.312,3,0.2,17.9592,June,6,2017
CA-2016-149223,2016-09-06,2016-09-11,Standard Class,Corporate,United States,Saint Paul,Minnesota,Central,OFF-AP-10000358,Office Supplies,Appliances,Fellowes Basic Home/...,77.88,6,0.0,22.5852,September,9,2016
CA-2016-158568,2016-08-29,2016-09-02,Standard Class,Home Office,United States,Chicago,Illinois,Central,OFF-PA-10003256,Office Supplies,Paper,Avery Personal Creat...,64.624,7,0.2,22.6184,August,8,2016
CA-2016-158568,2016-08-29,2016-09-02,Standard Class,Home Office,United States,Chicago,Illinois,Central,TEC-AC-10001767,Technology,Accessories,SanDisk Ultra 64 GB ...,95.976,3,0.2,-10.7973,August,8,2016
CA-2016-158568,2016-08-29,2016-09-02,Standard Class,Home Office,United States,Chicago,Illinois,Central,OFF-BI-10002609,Office Supplies,Binders,Avery Hidden Tab Div...,1.788,3,0.8,-3.0396,August,8,2016
CA-2016-129903,2016-12-01,2016-12-04,Second Class,Consumer,United States,Rochester,Minnesota,Central,OFF-PA-10004040,Office Supplies,Paper,Universal Premium Wh...,23.92,4,0.0,11.7208,December,12,2016
US-2015-156867,2015-11-13,2015-11-17,Standard Class,Consumer,United States,Aurora,Colorado,West,TEC-AC-10001552,Technology,Accessories,Logitech K350 2.4Ghz...,238.896,6,0.2,-26.8758,November,11,2015
US-2015-156867,2015-11-13,2015-11-17,Standard Class,Consumer,United States,Aurora,Colorado,West,FUR-FU-10004006,Furniture,Furnishings,Deflect-o DuraMat Li...,102.36,3,0.2,-3.8385,November,11,2015
US-2015-156867,2015-11-13,2015-11-17,Standard Class,Consumer,United States,Aurora,Colorado,West,OFF-BI-10002794,Office Supplies,Binders,Avery Trapezoid Ring...,36.882,3,0.7,-25.8174,November,11,2015
CA-2017-119004,2017-11-23,2017-11-28,Standard Class,Consumer,United States,Charlotte,North Carolina,South,TEC-AC-10003499,Technology,Accessories,Memorex Mini Travel ...,74.112,8,0.2,17.6016,November,11,2017
CA-2017-119004,2017-11-23,2017-11-28,Standard Class,Consumer,United States,Charlotte,North Carolina,South,TEC-PH-10002844,Technology,Phones,Speck Products Candy...,27.992,1,0.2,2.0994,November,11,2017
CA-2017-119004,2017-11-23,2017-11-28,Standard Class,Consumer,United States,Charlotte,North Carolina,South,OFF-AR-10000390,Office Supplies,Art,Newell Chalk Holder...,3.304,1,0.2,1.0738,November,11,2017
CA-2015-129476,2015-10-15,2015-10-20,Standard Class,Home Office,United States,Orland Park,Illinois,Central,TEC-AC-10000844,Technology,Accessories,Logitech Gaming G510...,339.96,5,0.2,67.992,October,10,2015
CA-2017-146780,2017-12-25,2017-12-30,Standard Class,Corporate,United States,New York City,New York,East,FUR-FU-10001934,Furniture,Furnishings,Magnifier Swing Arm ...,41.96,2,0.0,10.9096,December,12,2017
CA-2016-128867,2016-11-03,2016-11-10,Standard Class,Consumer,United States,Urbandale,Iowa,Central,OFF-AR-10000380,Office Supplies,Art,Hunt PowerHouse Elec...,75.96,2,0.0,22.788,November,11,2016
CA-2016-128867,2016-11-03,2016-11-10,Standard Class,Consumer,United States,Urbandale,Iowa,Central,OFF-BI-10003981,Office Supplies,Binders,Avery Durable Plasti...,27.24,6,0.0,13.3476,November,11,2016
CA-2014-115259,2014-08-25,2014-08-27,Second Class,Consumer,United States,Columbus,Ohio,East,OFF-FA-10000621,Office Supplies,Fasteners,OIC Colored Binder C...,40.096,14,0.2,14.5348,August,8,2014
CA-2014-115259,2014-08-25,2014-08-27,Second Class,Consumer,United States,Columbus,Ohio,East,OFF-EN-10002600,Office Supplies,Envelopes,Redi-Strip #10 Envel...,4.72,2,0.2,1.652,August,8,2014
CA-2014-115259,2014-08-25,2014-08-27,Second Class,Consumer,United States,Columbus,Ohio,East,OFF-PA-10004965,Office Supplies,Paper,Xerox 1921...,23.976,3,0.2,7.4925,August,8,2014
CA-2014-115259,2014-08-25,2014-08-27,Second Class,Consumer,United States,Columbus,Ohio,East,OFF-EN-10002504,Office Supplies,Envelopes,Tyvek  Top-Opening P...,130.464,6,0.2,44.0316,August,8,2014
CA-2015-110457,2015-03-02,2015-03-06,Standard Class,Consumer,United States,Seattle,Washington,West,FUR-TA-10001768,Furniture,Tables,Hon Racetrack Confer...,787.53,3,0.0,165.3813,March,3,2015
US-2015-136476,2015-04-05,2015-04-10,Standard Class,Corporate,United States,Bristol,Tennessee,South,OFF-BI-10003650,Office Supplies,Binders,GBC DocuBind 300 Ele...,157.794,1,0.7,-115.7156,April,4,2015
CA-2016-103730,2016-06-12,2016-06-15,First Class,Consumer,United States,Wilmington,Delaware,East,FUR-FU-10002157,Furniture,Furnishings,Artistic Insta-Plaqu...,47.04,3,0.0,18.3456,June,6,2016
CA-2016-103730,2016-06-12,2016-06-15,First Class,Consumer,United States,Wilmington,Delaware,East,OFF-BI-10003910,Office Supplies,Binders,DXL Angle-View Binde...,30.84,4,0.0,13.878,June,6,2016
CA-2016-103730,2016-06-12,2016-06-15,First Class,Consumer,United States,Wilmington,Delaware,East,OFF-ST-10000777,Office Supplies,Storage,Companion Letter/Leg...,226.56,6,0.0,63.4368,June,6,2016
CA-2016-103730,2016-06-12,2016-06-15,First Class,Consumer,United States,Wilmington,Delaware,East,OFF-EN-10002500,Office Supplies,Envelopes,Globe Weis Peel & Se...,115.02,9,0.0,51.759,June,6,2016
CA-2016-103730,2016-06-12,2016-06-15,First Class,Consumer,United States,Wilmington,Delaware,East,TEC-PH-10003875,Technology,Phones,KLD Oscar II Style S...,68.04,7,0.0,19.7316,June,6,2016
US-2014-152030,2014-12-26,2014-12-28,Second Class,Home Office,United States,Houston,Texas,Central,FUR-CH-10004063,Furniture,Chairs,Global Deluxe High-B...,600.558,3,0.3,-8.5794,December,12,2014
US-2014-134614,2014-09-20,2014-09-25,Standard Class,Consumer,United States,Bloomington,Illinois,Central,FUR-TA-10004534,Furniture,Tables,Bevis 44 x 96 Confer...,617.7,6,0.5,-407.682,September,9,2014
US-2017-107272,2017-11-05,2017-11-12,Standard Class,Consumer,United States,Phoenix,Arizona,West,OFF-BI-10003274,Office Supplies,Binders,Avery Durable Slant ...,2.388,2,0.7,-1.8308,November,11,2017
US-2017-107272,2017-11-05,2017-11-12,Standard Class,Consumer,United States,Phoenix,Arizona,West,OFF-ST-10002974,Office Supplies,Storage,Trav-L-File Heavy-Du...,243.992,7,0.2,30.499,November,11,2017
US-2016-125969,2016-11-06,2016-11-10,Second Class,Home Office,United States,Los Angeles,California,West,FUR-CH-10001146,Furniture,Chairs,"Global Task Chair, B...",81.424,2,0.2,-9.1602,November,11,2016
US-2016-125969,2016-11-06,2016-11-10,Second Class,Home Office,United States,Los Angeles,California,West,FUR-FU-10003773,Furniture,Furnishings,Eldon Cleatmat Plus ...,238.56,3,0.0,26.2416,November,11,2016
US-2017-164147,2017-02-02,2017-02-05,First Class,Corporate,United States,Columbus,Ohio,East,TEC-PH-10002293,Technology,Phones,Anker 36W 4-Port USB...,59.97,5,0.4,-11.994,February,2,2017
